Full Name,Workplace,Location,Connections,Followers,Number of Experiences,Number of Educations,Number of Skills,Number of Projects,Number of Publications,Number of Languages,Number of Interests,Average Likes per Post,Average Comments per Post,Average Shares per Post,Total Posts,Engagement Rate (%),Last Active Date,Post Frequency,Most Engaged Post Type,Years of Experience,Job Changes in Last 5 Years,Promotion Count,Industry,Sentiment of Recent Posts,LinkedIn Profile Popularity Score
Isha Bansal,Facebook,India,2747,9616,11,1,35,1,2,3,10,308,57,42,197,0.65,25-03-2031,Monthly,Image,20,2,0,Finance,Negative,95.65
Rahul Mishra,Startup,Germany,1899,17539,1,2,16,8,3,4,10,347,87,5,386,1.51,26-03-2031,Weekly,Video,5,1,1,Tech,Neutral,28.14
Aditi Chauhan,Freelancer,Australia,3468,8792,8,3,13,5,3,3,13,381,5,0,446,4.43,27-03-2031,Rarely,Article,18,2,1,Marketing,Positive,37.23
Ritika Jain,Facebook,Germany,2361,13966,3,3,7,1,1,2,9,141,82,37,135,6.69,28-03-2031,Monthly,Image,25,4,0,Finance,Negative,38.44
Shweta Bhattacharya,Google,India,2086,1825,3,4,7,6,1,1,11,378,48,44,132,3.79,29-03-2031,Monthly,Video,5,4,1,Marketing,Positive,43.81
Manish Kulkarni,Tesla,UK,1846,17537,10,2,34,8,1,1,9,87,12,33,122,1.13,30-03-2031,Rarely,Article,25,4,2,Consulting,Negative,74.67
Priya Verma,Google,Canada,1887,15900,7,3,47,8,2,1,5,82,45,40,405,8.17,31-03-2031,Weekly,Text,7,3,1,Healthcare,Positive,26.24
Siddharth Pandey,Google,USA,815,14995,12,1,21,4,0,4,10,121,28,27,66,8.85,01-04-2031,Rarely,Article,11,0,0,Finance,Negative,63.53
Vikram Mehta,Tesla,USA,1370,11424,10,1,18,4,1,3,1,143,5,11,242,0.79,02-04-2031,Rarely,Image,9,4,1,Healthcare,Neutral,16.93
Rohan Iyer,Startup,UK,3497,5983,14,2,39,8,3,4,3,439,61,19,57,6.04,03-04-2031,Weekly,Image,8,0,0,Healthcare,Neutral,43.33
Neha Malhotra,Tesla,UK,560,19872,6,4,35,6,2,1,16,397,86,21,416,5.94,04-04-2031,Weekly,Image,10,3,2,Marketing,Negative,92.54
Priya Verma,Amazon,Germany,1641,9477,6,3,32,6,3,1,3,12,47,40,261,6.57,05-04-2031,Rarely,Image,23,4,1,Education,Neutral,15.16
Arjun Reddy,Tesla,India,3768,12441,7,3,15,0,4,2,2,230,51,23,100,3.59,06-04-2031,Weekly,Text,21,1,0,Marketing,Negative,8.73
Rahul Mishra,Amazon,Australia,2850,1068,1,4,39,4,4,2,11,146,82,29,120,4.41,07-04-2031,Rarely,Text,17,2,1,Healthcare,Positive,20.78
Meera Rao,Amazon,UK,1846,7422,7,1,41,9,3,4,11,142,80,6,17,7.78,08-04-2031,Rarely,Video,23,4,2,Marketing,Neutral,46.07
Pallavi Thakur,Google,Australia,3342,13987,13,1,31,6,1,3,13,233,53,39,115,1.91,09-04-2031,Weekly,Text,16,3,1,Tech,Positive,32.26
Shweta Bhattacharya,Tesla,UK,4831,5073,3,2,24,3,0,3,15,404,88,15,303,5.95,10-04-2031,Rarely,Video,11,4,2,Tech,Positive,28.28
Rahul Mishra,Facebook,India,1479,19427,9,4,15,8,0,1,8,252,17,9,496,9.13,11-04-2031,Monthly,Article,1,4,1,Healthcare,Positive,8.55
Ananya Kapoor,Microsoft,UK,3847,15036,9,3,6,7,3,1,10,207,75,47,53,5.02,12-04-2031,Rarely,Article,23,1,0,Consulting,Positive,63.72
Nidhi Goel,Tesla,Germany,2337,5672,8,1,11,1,3,4,13,28,63,34,273,6.63,13-04-2031,Rarely,Video,27,2,0,Finance,Neutral,93.07
Swati Rajan,Startup,USA,4237,4960,5,4,28,9,0,2,14,443,13,28,403,3.73,14-04-2031,Daily,Article,14,1,2,Finance,Negative,46.58
Varun Bhatia,Freelancer,Australia,3453,16901,10,1,48,7,2,3,12,202,40,23,87,5,15-04-2031,Daily,Video,11,4,1,Education,Positive,2.18
Yashwant Joshi,Startup,Germany,3961,1677,1,1,25,6,3,1,19,339,76,34,308,3.16,16-04-2031,Weekly,Video,25,1,1,Education,Negative,48.55
Pooja Choudhary,Microsoft,Germany,3652,744,6,4,34,4,1,4,12,149,16,10,419,7.67,17-04-2031,Daily,Image,3,3,0,Consulting,Positive,73.17
Rahul Mishra,Tesla,Germany,2562,7223,10,4,29,1,1,4,2,294,18,6,159,0.79,18-04-2031,Monthly,Video,16,4,1,Consulting,Negative,58.72
Neha Malhotra,Microsoft,Germany,3188,19029,2,2,42,2,3,3,8,131,46,37,110,4.17,19-04-2031,Rarely,Article,23,3,0,Finance,Negative,40.46
Vikram Mehta,Freelancer,USA,1086,885,10,4,26,6,1,3,13,408,56,29,493,3.05,20-04-2031,Daily,Video,2,0,2,Education,Neutral,44.43
Harsh Vardhan,Amazon,USA,717,5186,1,1,9,5,1,3,12,76,50,8,464,2.27,21-04-2031,Daily,Image,19,2,1,Consulting,Negative,46.96
Tanvi Agarwal,Tesla,India,3802,6858,13,4,15,3,3,3,1,340,88,35,30,8.28,22-04-2031,Daily,Image,3,2,1,Education,Negative,32.8
Ananya Kapoor,Tesla,India,3644,10184,5,4,5,6,0,4,6,348,20,23,53,2.75,23-04-2031,Monthly,Video,4,4,2,Tech,Neutral,20.23
Nitin Saxena,Google,USA,989,13057,11,1,33,4,4,3,19,457,91,42,146,7.62,24-04-2031,Monthly,Image,12,2,2,Finance,Negative,35.14
Pooja Choudhary,Startup,USA,734,2106,7,1,27,0,2,4,6,97,19,19,173,9.26,25-04-2031,Rarely,Text,20,3,0,Education,Positive,66.7
Nidhi Goel,Microsoft,India,4673,10455,1,3,35,4,1,3,12,424,31,15,109,4.84,26-04-2031,Rarely,Text,22,1,1,Finance,Negative,71.26
Abhishek Tiwari,Microsoft,India,4857,13468,1,3,46,3,0,3,17,480,2,22,171,4.39,27-04-2031,Weekly,Text,26,1,1,Consulting,Positive,48.36
Aarav Sharma,Startup,Canada,1167,12953,11,1,43,4,4,2,14,194,71,21,90,4.46,28-04-2031,Rarely,Image,19,4,0,Marketing,Negative,28.64
Kavya Deshmukh,Tesla,UK,2012,11045,11,2,10,5,1,4,2,419,85,34,358,1.08,29-04-2031,Daily,Text,2,0,0,Finance,Neutral,42.19
Varun Bhatia,Amazon,Australia,3039,8322,2,4,30,2,0,2,10,144,58,34,195,4.5,30-04-2031,Weekly,Image,3,1,2,Marketing,Positive,84.48
Aditi Chauhan,Google,USA,3678,15409,9,3,45,3,3,4,19,360,29,34,184,8.01,01-05-2031,Monthly,Image,8,1,1,Education,Negative,62.7
Karthik Nair,Freelancer,UK,4299,18508,11,2,14,5,4,2,18,104,1,3,30,9.76,02-05-2031,Rarely,Image,5,3,2,Finance,Negative,52.93
Siddharth Pandey,Google,UK,1199,18639,1,3,39,6,4,4,2,80,94,20,457,5.81,03-05-2031,Monthly,Video,16,4,2,Education,Negative,40.35
Neha Malhotra,Startup,USA,414,15516,14,3,43,8,3,1,12,92,15,17,281,6.21,04-05-2031,Rarely,Video,23,4,2,Tech,Neutral,58.94
Yashwant Joshi,Tesla,Canada,4586,11322,3,4,12,1,4,4,19,69,89,33,311,5.46,05-05-2031,Rarely,Text,19,4,2,Finance,Negative,71.48
Rohan Iyer,Microsoft,USA,1753,5613,5,3,16,0,3,4,13,134,2,48,260,0.91,06-05-2031,Monthly,Image,28,0,2,Education,Neutral,97.81
Nitin Saxena,Tesla,USA,3207,9226,2,3,38,0,0,1,14,89,76,47,247,1.19,07-05-2031,Daily,Article,27,2,2,Healthcare,Neutral,33.62
Ananya Kapoor,Microsoft,Germany,571,14390,14,3,32,4,3,1,18,88,32,9,228,5.54,08-05-2031,Rarely,Text,4,4,0,Tech,Negative,55.88
Rajesh Gupta,Google,Canada,3753,12374,5,3,45,1,4,1,5,221,15,11,487,7.14,09-05-2031,Monthly,Article,13,1,0,Healthcare,Negative,83.53
Divya Menon,Tesla,Germany,4908,18773,2,2,22,8,3,1,12,335,14,42,357,6.22,10-05-2031,Weekly,Video,24,1,1,Finance,Positive,90.03
Isha Bansal,Google,Australia,3279,6652,6,2,39,8,3,3,18,153,19,21,352,1.41,11-05-2031,Monthly,Article,6,2,0,Consulting,Positive,44.76
Arjun Reddy,Microsoft,Canada,1965,16946,6,3,17,9,0,4,12,246,72,3,41,7.63,12-05-2031,Weekly,Image,7,2,0,Tech,Neutral,20.44
Simran Kaur,Facebook,Australia,1993,10800,7,4,8,7,0,2,15,79,6,11,492,6.63,13-05-2031,Rarely,Article,9,2,0,Finance,Neutral,40.48
Sneha Joshi,Facebook,Australia,3229,1934,8,2,27,8,0,3,13,245,68,4,22,3.76,14-05-2031,Daily,Video,28,2,0,Healthcare,Neutral,56.75
Aarav Sharma,Amazon,UK,2460,2354,2,4,48,6,2,1,3,227,56,15,84,4.21,15-05-2031,Rarely,Video,13,2,1,Consulting,Negative,88.42
Nidhi Goel,Tesla,Australia,4158,8612,1,1,12,6,2,2,1,422,5,13,164,9.34,16-05-2031,Weekly,Text,7,2,0,Finance,Positive,43
Ritika Jain,Freelancer,USA,4739,14225,11,3,48,3,1,4,5,465,72,33,448,3.5,17-05-2031,Daily,Article,1,3,2,Consulting,Neutral,86.75
Karthik Nair,Startup,UK,3297,19360,1,1,42,8,1,3,15,93,62,24,130,3.76,18-05-2031,Rarely,Text,20,0,0,Finance,Neutral,58.24
Harsh Vardhan,Tesla,Australia,3757,16363,3,2,25,0,1,1,9,414,73,11,302,8.62,19-05-2031,Weekly,Article,5,4,2,Tech,Neutral,14.3
Aarav Sharma,Startup,India,304,16669,3,2,17,7,4,3,2,352,97,26,405,1.56,20-05-2031,Daily,Image,10,4,0,Consulting,Positive,62.27
Harsh Vardhan,Amazon,India,2612,1834,14,4,30,7,1,3,13,33,38,36,202,6.68,21-05-2031,Daily,Video,5,3,2,Finance,Negative,71.66
Siddharth Pandey,Freelancer,Germany,3408,6630,13,3,47,1,1,4,6,422,49,13,12,4.52,22-05-2031,Weekly,Text,15,3,1,Finance,Positive,41.53
Sneha Joshi,Amazon,UK,3823,17813,14,3,17,6,2,4,16,182,64,29,122,4.41,23-05-2031,Daily,Image,21,1,0,Consulting,Positive,59.65
Rahul Mishra,Microsoft,UK,165,8016,14,2,33,8,2,3,2,168,66,7,320,8.65,24-05-2031,Weekly,Text,13,4,0,Tech,Neutral,91.33
Arjun Reddy,Facebook,Australia,3466,19467,6,2,26,5,0,2,12,163,92,20,259,9.55,25-05-2031,Weekly,Text,6,1,1,Marketing,Negative,95.32
Swati Rajan,Facebook,Germany,2729,5206,14,3,29,2,2,3,2,158,37,6,94,3.69,26-05-2031,Daily,Text,19,0,2,Tech,Negative,41.11
Priya Verma,Microsoft,USA,419,10106,6,3,24,1,0,3,10,273,44,12,379,8.11,27-05-2031,Daily,Video,7,4,0,Healthcare,Neutral,89.38
Meera Rao,Startup,India,4819,4079,9,2,35,0,1,2,18,57,71,38,153,4.05,28-05-2031,Monthly,Image,29,1,0,Marketing,Negative,51.81
Aarav Sharma,Tesla,Australia,2294,128,4,4,49,8,0,2,13,76,25,10,294,0.84,29-05-2031,Monthly,Image,26,2,2,Tech,Positive,11.15
Simran Kaur,Google,Germany,2727,15657,4,1,24,3,0,4,9,207,92,46,498,3.96,30-05-2031,Monthly,Video,19,0,0,Tech,Neutral,82.76
Pallavi Thakur,Google,India,798,6470,8,1,13,9,4,3,11,199,2,14,142,9.93,31-05-2031,Rarely,Image,3,4,0,Marketing,Neutral,16.53
Karthik Nair,Amazon,Canada,1780,9220,12,4,25,2,1,3,5,275,83,46,387,1.61,01-06-2031,Weekly,Image,2,4,0,Tech,Negative,7.84
Yashwant Joshi,Tesla,UK,1573,15476,9,1,34,3,1,1,12,136,14,41,164,1.29,02-06-2031,Monthly,Article,18,3,2,Tech,Positive,42.01
Aditi Chauhan,Google,USA,2501,13184,13,2,49,6,0,4,3,84,94,9,219,9.62,03-06-2031,Monthly,Image,2,1,1,Healthcare,Positive,40.16
Sandeep Patil,Freelancer,Canada,3773,1006,9,3,36,8,1,1,19,491,24,7,84,4.36,04-06-2031,Daily,Text,21,1,1,Healthcare,Neutral,98.58
Rajesh Gupta,Tesla,UK,4072,15999,13,1,29,4,4,2,2,11,74,29,249,6.87,05-06-2031,Rarely,Image,5,2,2,Finance,Positive,18.36
Tanvi Agarwal,Google,Germany,4258,15614,3,1,8,9,1,3,9,239,48,8,322,5.76,06-06-2031,Rarely,Article,22,0,0,Marketing,Negative,73.04
Priya Verma,Microsoft,Australia,3885,16984,8,2,18,6,1,1,14,200,87,5,50,3.81,07-06-2031,Daily,Video,8,3,0,Healthcare,Neutral,94.67
Divya Menon,Startup,UK,946,11718,12,3,46,7,4,4,17,137,5,12,171,1.83,08-06-2031,Rarely,Article,16,2,0,Finance,Negative,58.65
Rahul Mishra,Startup,Australia,3603,459,10,2,27,5,2,3,6,60,60,24,490,4.34,09-06-2031,Weekly,Image,22,0,0,Education,Negative,6.3
Rajesh Gupta,Google,Australia,580,12595,4,4,12,0,0,3,5,472,35,18,27,1.7,10-06-2031,Weekly,Text,20,1,2,Marketing,Positive,26.61
Neha Malhotra,Freelancer,USA,3587,15283,14,1,23,3,3,3,18,223,10,38,161,1.72,11-06-2031,Rarely,Image,27,3,0,Healthcare,Neutral,24.04
Meera Rao,Microsoft,Germany,3055,2783,5,4,29,1,1,3,19,102,98,30,405,9.03,12-06-2031,Rarely,Article,24,0,2,Marketing,Positive,84.5
Yashwant Joshi,Google,UK,1359,9115,5,4,49,4,0,1,3,273,99,41,430,6.63,13-06-2031,Daily,Text,26,2,0,Consulting,Neutral,51.24
Pallavi Thakur,Tesla,Australia,4298,17303,5,2,17,8,4,3,17,116,44,32,419,0.63,14-06-2031,Rarely,Image,14,1,0,Consulting,Neutral,97.17
Priya Verma,Facebook,Germany,3708,9870,13,3,33,0,4,2,13,476,54,32,478,9.32,15-06-2031,Daily,Text,26,0,1,Finance,Neutral,75.85
Rohan Iyer,Facebook,Germany,1238,7191,7,2,12,7,2,4,2,313,32,38,134,8.75,16-06-2031,Monthly,Article,5,1,1,Tech,Negative,1.75
Tanvi Agarwal,Google,Australia,2163,13239,14,3,34,3,3,4,10,416,14,10,142,9.36,17-06-2031,Rarely,Image,17,1,1,Finance,Positive,62.56
Pallavi Thakur,Facebook,Canada,2549,3822,7,3,25,3,3,3,2,188,84,17,344,6.32,18-06-2031,Monthly,Video,18,1,2,Finance,Negative,98.73
Karthik Nair,Freelancer,Australia,4695,7623,8,1,10,5,0,2,13,149,68,2,239,6.41,19-06-2031,Daily,Video,28,1,2,Finance,Positive,71.64
Shweta Bhattacharya,Facebook,Germany,1799,14153,6,2,34,8,2,1,2,299,53,21,290,0.58,20-06-2031,Daily,Article,11,0,2,Finance,Neutral,81.64
Ritika Jain,Microsoft,UK,1228,15362,12,1,9,1,2,4,13,225,45,47,417,7.96,21-06-2031,Daily,Article,8,4,1,Finance,Negative,56.21
Manish Kulkarni,Freelancer,UK,1568,2192,7,3,48,6,2,1,4,461,73,46,64,2.1,22-06-2031,Monthly,Image,4,3,2,Finance,Positive,43.52
Manish Kulkarni,Facebook,Germany,4252,4175,14,1,6,7,1,2,14,326,29,44,343,4.8,23-06-2031,Weekly,Image,8,3,1,Marketing,Positive,46.15
Isha Bansal,Microsoft,India,2357,3084,7,2,18,5,1,3,7,199,88,19,447,3.92,24-06-2031,Monthly,Video,1,0,1,Marketing,Negative,64.61
Abhishek Tiwari,Amazon,India,1447,16068,8,2,5,4,0,4,1,226,99,49,27,4.34,25-06-2031,Rarely,Text,12,0,1,Finance,Negative,88.52
Abhishek Tiwari,Startup,UK,4198,4938,7,3,34,5,1,2,12,77,82,36,246,3.71,26-06-2031,Rarely,Text,6,2,0,Marketing,Negative,47.23
Divya Menon,Facebook,Australia,1672,5207,8,3,15,9,0,4,2,170,93,40,335,8.29,27-06-2031,Weekly,Article,7,1,1,Tech,Positive,23.14
Meera Rao,Freelancer,India,2749,2046,8,3,30,3,3,2,4,490,23,25,120,4.31,28-06-2031,Daily,Image,13,0,2,Tech,Neutral,82.45
Pallavi Thakur,Tesla,Australia,3371,17687,7,3,24,0,3,4,4,97,97,23,389,2.06,29-06-2031,Weekly,Video,11,1,1,Healthcare,Negative,76.91
Simran Kaur,Amazon,UK,594,2700,14,3,48,4,4,1,7,45,26,33,482,7.75,30-06-2031,Weekly,Image,13,4,0,Healthcare,Negative,7.68
Varun Bhatia,Startup,India,4430,10881,2,3,30,4,3,1,19,383,93,40,454,8.26,01-07-2031,Daily,Text,24,1,1,Finance,Positive,64.13
Tanvi Agarwal,Amazon,Canada,593,19776,12,4,36,3,2,2,7,121,7,3,272,7.77,02-07-2031,Rarely,Image,21,2,0,Education,Negative,69.59
Abhishek Tiwari,Tesla,Australia,3947,10017,10,3,22,7,0,2,18,27,94,25,434,1.85,03-07-2031,Daily,Image,17,1,1,Tech,Negative,73.37
Yashwant Joshi,Startup,Germany,722,12082,9,2,40,5,3,1,3,92,96,39,490,4.96,04-07-2031,Monthly,Video,14,1,1,Healthcare,Positive,76.43
Karthik Nair,Google,USA,2124,5819,14,4,33,7,2,1,18,496,84,32,482,8.94,05-07-2031,Weekly,Image,24,1,2,Finance,Negative,30.56
Abhishek Tiwari,Google,USA,1177,10127,3,4,21,9,3,1,14,324,31,13,292,1.33,06-07-2031,Monthly,Text,29,0,0,Education,Positive,71.03
Priya Verma,Tesla,Germany,1034,7434,10,4,31,4,0,4,18,465,80,11,98,9.19,07-07-2031,Rarely,Article,23,4,1,Consulting,Positive,98.91
Ananya Kapoor,Amazon,Australia,484,19389,6,4,31,0,3,3,19,370,14,15,496,9.53,08-07-2031,Rarely,Text,16,1,2,Healthcare,Positive,61.03
Divya Menon,Amazon,Germany,3908,18054,13,4,19,5,0,1,6,245,50,45,108,4.42,09-07-2031,Monthly,Video,21,3,0,Consulting,Neutral,5.77
Isha Bansal,Startup,UK,2463,19735,1,2,42,2,4,3,11,344,78,43,114,8.12,10-07-2031,Rarely,Video,20,4,1,Tech,Negative,43.83
Karthik Nair,Tesla,Australia,1346,12852,14,1,48,3,0,2,4,143,12,13,407,7.52,11-07-2031,Weekly,Image,12,4,0,Healthcare,Positive,66.35
Rohan Iyer,Google,USA,1225,14883,7,1,43,3,4,1,19,428,5,44,128,8.87,12-07-2031,Rarely,Image,13,1,1,Consulting,Neutral,31.31
Shweta Bhattacharya,Google,Germany,186,11772,4,1,16,9,0,4,17,407,42,47,33,4.08,13-07-2031,Weekly,Image,16,1,2,Consulting,Neutral,58.61
Swati Rajan,Freelancer,Germany,2050,16602,5,4,40,2,3,1,14,371,8,31,251,6.74,14-07-2031,Weekly,Video,1,2,1,Marketing,Neutral,31.34
Manish Kulkarni,Microsoft,Germany,3922,4850,10,2,14,5,3,4,16,353,70,19,145,4.26,15-07-2031,Rarely,Article,10,3,0,Finance,Positive,95.01
Nidhi Goel,Microsoft,Germany,4718,7972,3,1,11,2,4,1,9,50,55,41,413,8.74,16-07-2031,Weekly,Text,13,3,0,Healthcare,Positive,57.5
Swati Rajan,Google,Germany,3289,8521,5,3,13,4,2,2,10,408,41,47,47,4.52,17-07-2031,Monthly,Text,29,1,2,Education,Neutral,38.29
Shweta Bhattacharya,Freelancer,Germany,2895,18604,11,1,10,1,2,3,17,133,55,4,269,2.27,18-07-2031,Monthly,Text,26,2,1,Tech,Negative,2.55
Sneha Joshi,Google,Australia,4856,13565,1,1,45,7,1,4,7,458,28,23,216,5.3,19-07-2031,Rarely,Text,12,4,1,Education,Neutral,62.6
Sandeep Patil,Startup,India,998,8627,4,4,43,9,1,1,19,391,40,17,313,2.13,20-07-2031,Rarely,Image,19,1,1,Finance,Neutral,52.24
Sneha Joshi,Startup,Germany,557,4730,8,4,28,0,4,2,5,378,51,15,73,5.72,21-07-2031,Daily,Text,2,1,0,Finance,Positive,54.56
Aditi Chauhan,Amazon,USA,1347,13309,5,2,13,3,1,3,17,176,28,19,329,8.8,22-07-2031,Rarely,Text,18,0,0,Healthcare,Neutral,64.96
Harsh Vardhan,Freelancer,Canada,913,4105,12,1,15,5,2,3,3,324,91,12,475,3.01,23-07-2031,Daily,Video,16,4,0,Tech,Neutral,59.42
Rahul Mishra,Google,UK,3223,12719,6,1,34,6,0,4,15,178,11,10,411,6.19,24-07-2031,Daily,Image,5,2,1,Consulting,Negative,19.18
Rajesh Gupta,Google,USA,1142,5346,5,3,21,1,0,4,9,392,92,37,346,9.45,25-07-2031,Daily,Video,8,2,1,Education,Neutral,52.81
Varun Bhatia,Freelancer,Germany,746,9520,5,2,22,6,2,3,6,474,79,38,131,2.84,26-07-2031,Monthly,Text,3,4,0,Education,Positive,40.75
Harsh Vardhan,Tesla,UK,4224,17424,2,1,37,6,1,4,12,99,11,35,354,8.99,27-07-2031,Rarely,Article,19,4,2,Healthcare,Neutral,14.25
Kavya Deshmukh,Microsoft,Canada,1643,4439,13,1,11,0,0,3,14,135,46,11,22,3.01,28-07-2031,Monthly,Image,29,0,0,Finance,Positive,42.48
Rajesh Gupta,Facebook,USA,322,9194,8,3,38,9,2,1,4,18,32,8,118,1.96,29-07-2031,Rarely,Video,2,2,1,Marketing,Neutral,90.31
Abhishek Tiwari,Tesla,Australia,3570,11331,11,4,15,4,1,2,6,105,37,4,490,5.98,30-07-2031,Daily,Video,16,3,2,Education,Negative,39.09
Sneha Joshi,Freelancer,Australia,2279,14220,3,4,27,0,1,3,14,85,3,21,449,4.72,31-07-2031,Monthly,Image,14,4,2,Education,Negative,91.22
Karthik Nair,Google,Canada,4016,17023,14,4,30,5,0,2,11,21,73,36,104,8.23,01-08-2031,Monthly,Text,18,4,2,Finance,Negative,27.29
Yashwant Joshi,Microsoft,USA,244,13616,3,2,38,2,0,4,6,150,91,40,87,3.39,02-08-2031,Weekly,Video,21,3,2,Tech,Positive,77.11
Swati Rajan,Google,Australia,3048,679,2,2,44,9,2,2,11,254,86,46,309,9.58,03-08-2031,Daily,Article,19,4,1,Consulting,Positive,17.93
Shweta Bhattacharya,Tesla,Canada,2730,19737,10,1,23,6,4,1,2,109,95,4,448,6.72,04-08-2031,Rarely,Article,28,1,1,Tech,Neutral,54.9
Rajesh Gupta,Amazon,USA,2878,13158,10,4,17,6,0,1,14,496,1,21,178,8.96,05-08-2031,Weekly,Video,4,4,1,Education,Neutral,85.3
Rohan Iyer,Tesla,India,1043,216,2,3,37,9,1,4,8,130,18,39,346,1.23,06-08-2031,Weekly,Article,12,4,0,Education,Negative,28.29
Aarav Sharma,Facebook,Germany,628,8012,11,2,27,8,3,3,10,419,59,0,187,7.17,07-08-2031,Monthly,Video,1,0,0,Tech,Neutral,39.03
Ritika Jain,Amazon,Canada,4460,10405,1,1,19,1,1,1,19,146,45,2,49,1.62,08-08-2031,Monthly,Article,4,1,1,Marketing,Neutral,93.42
Nitin Saxena,Facebook,Germany,766,19191,11,3,24,7,2,2,4,174,46,33,114,4.41,09-08-2031,Weekly,Text,7,2,2,Healthcare,Neutral,54.57
Swati Rajan,Startup,Canada,516,19455,3,3,25,3,4,4,18,319,93,19,81,1.14,10-08-2031,Monthly,Article,8,3,2,Education,Neutral,44.23
Pooja Choudhary,Microsoft,Australia,218,10952,4,1,14,3,1,4,3,38,20,30,262,7.77,11-08-2031,Monthly,Image,9,4,2,Consulting,Neutral,13.17
Simran Kaur,Microsoft,Canada,2049,14210,5,2,45,3,1,1,7,185,99,39,66,1.12,12-08-2031,Monthly,Text,13,3,1,Tech,Negative,39.88
Ritika Jain,Startup,UK,2878,2121,10,2,41,9,4,2,2,80,41,39,219,9.78,13-08-2031,Rarely,Image,15,2,2,Marketing,Negative,42.5
Siddharth Pandey,Microsoft,USA,302,10022,4,1,42,2,2,4,2,423,3,5,408,6.02,14-08-2031,Monthly,Video,14,3,2,Finance,Positive,7.26
Rohan Iyer,Tesla,Australia,940,13023,8,1,15,2,1,4,19,215,97,38,11,9.87,15-08-2031,Daily,Text,28,1,2,Tech,Positive,20.56
Divya Menon,Startup,India,1468,10351,7,2,8,7,0,2,8,439,24,31,498,6.05,16-08-2031,Rarely,Article,10,3,1,Tech,Positive,64.98
Shweta Bhattacharya,Google,Germany,1983,4333,4,4,31,0,2,4,4,115,60,17,295,2.49,17-08-2031,Monthly,Video,28,3,0,Tech,Negative,95.95
Aakash Sinha,Tesla,Australia,2367,12649,10,3,41,7,0,1,8,49,72,19,380,8.27,18-08-2031,Daily,Text,11,3,2,Finance,Neutral,61.48
Aakash Sinha,Google,UK,158,4181,2,4,35,3,4,4,19,65,35,21,250,6.5,19-08-2031,Monthly,Image,12,0,2,Education,Negative,82.59
Rohan Iyer,Freelancer,Germany,146,2008,12,4,25,5,3,3,1,347,62,47,314,5.21,20-08-2031,Daily,Text,2,4,0,Tech,Negative,35.4
Varun Bhatia,Startup,Australia,2605,10299,4,2,13,7,3,4,3,295,75,21,204,5.01,21-08-2031,Daily,Article,5,1,1,Education,Negative,89.2
Pallavi Thakur,Google,Canada,3386,9557,14,1,11,2,1,4,12,294,79,26,214,8.33,22-08-2031,Monthly,Video,9,4,0,Education,Positive,94.55
Swati Rajan,Facebook,Australia,640,19427,7,4,39,5,2,1,1,491,19,44,335,7.03,23-08-2031,Rarely,Text,20,1,2,Finance,Negative,15.92
Nidhi Goel,Microsoft,India,3176,3077,14,4,6,6,1,1,16,221,14,47,277,5.72,24-08-2031,Daily,Article,1,2,1,Marketing,Positive,27.06
Nidhi Goel,Google,USA,1349,7118,4,4,19,8,0,3,5,151,23,42,166,5.53,25-08-2031,Weekly,Video,4,0,0,Marketing,Negative,66.81
Varun Bhatia,Facebook,UK,4071,13815,4,4,48,9,1,3,7,297,51,42,447,2.9,26-08-2031,Daily,Article,24,4,2,Consulting,Negative,65.52
Aditi Chauhan,Facebook,India,2898,2178,12,1,11,3,4,3,19,242,74,34,80,4.93,27-08-2031,Rarely,Text,22,3,1,Tech,Negative,19.16
Aniket Bose,Amazon,Canada,1925,19481,3,1,36,1,0,2,8,447,47,27,138,6.68,28-08-2031,Monthly,Image,6,4,1,Education,Neutral,16.36
Swati Rajan,Startup,Canada,2376,2892,8,2,19,8,3,1,15,180,46,11,68,6.33,29-08-2031,Daily,Article,5,0,0,Marketing,Positive,91.73
Shweta Bhattacharya,Microsoft,UK,4647,9743,2,4,22,6,3,4,10,68,73,3,123,2.81,30-08-2031,Daily,Video,6,2,1,Marketing,Positive,3.73
Sneha Joshi,Freelancer,Germany,4120,15084,4,1,34,8,0,1,19,338,28,8,234,3.81,31-08-2031,Weekly,Article,22,0,1,Finance,Positive,3.69
Aarav Sharma,Facebook,Canada,2891,19447,2,4,33,7,4,4,10,244,76,44,47,3.3,01-09-2031,Rarely,Video,26,4,1,Healthcare,Negative,34.46
Rahul Mishra,Startup,UK,4729,11980,11,1,27,9,1,1,4,220,38,48,267,9.28,02-09-2031,Weekly,Video,29,1,2,Healthcare,Positive,47.4
Arjun Reddy,Startup,USA,2069,10268,1,3,8,8,1,4,9,39,43,40,262,7.21,03-09-2031,Rarely,Image,9,3,0,Tech,Positive,43.13
Nidhi Goel,Startup,Canada,4785,6144,5,3,31,6,0,1,5,248,14,8,133,3.39,04-09-2031,Rarely,Video,19,4,0,Tech,Neutral,36.71
Meera Rao,Google,USA,2474,4792,14,3,8,3,0,2,2,294,47,24,465,5.37,05-09-2031,Monthly,Video,6,2,0,Marketing,Negative,56.56
Arjun Reddy,Startup,Canada,2883,12454,14,2,43,0,0,3,3,397,50,9,303,9.17,06-09-2031,Rarely,Video,24,4,0,Marketing,Negative,25.69
Divya Menon,Microsoft,USA,3666,587,9,3,41,1,2,2,18,263,69,15,249,1.13,07-09-2031,Monthly,Text,27,2,2,Marketing,Negative,90.84
